Status,Company,Role,Location,Source,Attendance,Application,Type,Phone call,1st interview,2nd interview,3rd interview,Proposition,Final answer,URL
Rejected,Homa,Data Engineer,Paris,LinkedIn,On-site,20/09/2023,Offer,,,,,,27/09/2023,https://www.linkedin.com/jobs/view/3720796175
Rejected,Valeo,AI,Créteil,Carrer Site,,20/09/2023,Offer,,,,,,02/10/2023,https://valeo.wd3.myworkdayjobs.com/fr-FR/valeo_jobs/job/Crteil/Artificial-Intelligence-Engineer-H-F_REQ2023022732
Rejected,Idoven,Data Scientist,Madrid,LinkedIn,Remote,20/09/2023,Offer,,,,,,25/09/2023,https://www.linkedin.com/jobs/view/3716938071
Applied,harnham,Data Engineer,Paris,LinkedIn,Hybrid,20/09/2023,Offer,,,,,,,https://www.linkedin.com/jobs/view/3724510042
Applied,Inetum,Data Engineer,Courbevoie,LinkedIn,On-site,20/09/2023,Offer,,,,,,,https://www.linkedin.com/jobs/view/3521828215
Applied,SII,Data Engineer,Lille,Carrer Site,,20/09/2023,Offer,,,,,,,https://sii-group.com/fr-FR/offers/data/data-engineer-secteur-retail-fh
Applied,SII,Data Engineer,Lille,Carrer Site,,20/09/2023,Offer,,,,,,,https://sii-group.com/fr-FR/offers/data/data-engineer-secteur-bancaire-fh
Applied,Stack Labs,Data Engineer,Toulouse,LinkedIn,Hybrid,20/09/2023,Offer,,,,,,,https://www.linkedin.com/jobs/view/3720763778
Rejected,Mobiskill,DevOps Engineer,Paris,LinkedIn,On-site,20/09/2023,Offer,,,,,,21/09/2023,https://www.linkedin.com/jobs/view/3718201667
Applied,Axéréal,Data Scientist,,Carrer Site,,20/09/2023,Spontaneous,,,,,,,
Applied,Axéréal,Data Engineer,Olivet,Carrer Site,,20/09/2023,Offer,,,,,,,
Rejected,SOCOTEC,Data Scientist,Palaiseau,Pole emploi,,20/09/2023,Offer,,,,,,13/10/2023,https://candidat.pole-emploi.fr/offres/recherche/detail/161VQBN
Applied,Thalès,Software Engineer,Toulouse,Carrer Site,,20/09/2023,Offer,,,,,,,https://careers.thalesgroup.com/global/en/job/R0227361/Ing%C3%A9nieur-D%C3%A9veloppement-Logiciel-ATC-Air-Traffic-Control-H-F
Applied,DataScientest,Data Engineer,Puteaux,Welcome to the Jungle,Hybrid,20/09/2023,Offer,,,,,,,https://www.welcometothejungle.com/fr/companies/datascientest/jobs/data-engineer-h-f-cdi_puteaux_DATAS_ZMLPerq
Rejected,Spinergie,Software Engineer,Paris,Welcome to the Jungle,Hybrid,20/09/2023,,,,,,,10/11/2023,https://www.welcometothejungle.com/fr/companies/spinergie/jobs/software-engineer_paris?q=0c5ebed048bdd9178789747ebebb948c&o=1207592
Applied,Skillwise,Data Engineer,Paris,LinkedIn,On-site,21/09/2023,Offer,,,,,,,https://www.linkedin.com/jobs/view/3724789201
Applied,CHU de Reims,Data Scientist,Reims,Carrer Site,On-site,21/09/2023,Offer,,,,,,,https://www.chu-reims.fr/carrieres/politique-recrutement/offres-demploi/data-scientist-hf
Rejected,Exotec,AI,Lille,Carrer Site,On-site,21/09/2023,Offer,,,,,,25/09/2023,https://careers.exotec.com/_/j/38C36AF24B
Rejected,akeneo,Data Scientist,Paris,Carrer Site,Hybrid,21/09/2023,Offer,,22/09/2023 10:30,25/09/2023 10:00,,,10/10/2023,https://careers.akeneo.com/jobs/3189797-data-scientist
Applied,Goupe LGM,Data Engineer,Grenoble,LinkedIn,On-site,21/09/2023,Offer,,,,,,,https://www.linkedin.com/jobs/view/3719530488
Applied,,Data Scientist,Epernay,Pole emploi,,21/09/2023,Offer,,,,,,,https://candidat.pole-emploi.fr/offres/recherche/detail/161XKKR
Rejected,Sophia Genetics,Data Scientist,Bordeaux,Carrer Site,,21/09/2023,Offer,,,,,,16/10/2023,https://careers.sophiagenetics.com/jobs/44694c01-43ae-4346-b8e8-487db3b00b5d
Applied,CapGemini,Software Engineer,Paris,LinkedIn,Hybrid,21/09/2023,Offer,,,,,,,https://www.linkedin.com/jobs/view/3719506940
Applied,Astek,Data Engineer,Lille,Carrer Site,,21/09/2023,Offer,,,,,,,https://astekjob.fr/jobs/data-engineer-lille-france-h-f-3/
Applied,EOS France,Data Engineer,Paris,LinkedIn,On-site,21/09/2023,Offer,,,,,,,https://www.linkedin.com/jobs/view/3712838319
Applied,Crédit Agricole,Data Engineer,Montpellier,LinkedIn,Hybrid,21/09/2023,Offer,,,,,,,https://www.linkedin.com/jobs/view/3716087744
Applied,DGSE,Data Analyst,Paris,LinkedIn,On-site,22/09/2023,Offer,,,,,,,https://www.linkedin.com/jobs/view/3721172273
Applied,Orange,Data Scientist,Belfort,Carrer Site,,22/09/2023,Offer,,,,,,,https://orange.jobs/jobs/v3/offers/129562
Applied,Sophia Genetics,AI,Bordeaux,Carrer Site,,22/09/2023,Offer,,,,,,,https://careers.sophiagenetics.com/jobs/44694c01-43ae-4346-b8e8-487db3b00b5d
Applied,Dataiku,Software Engineer,Netherlands,Carrer Site,Remote,25/09/2023,Offer,,,,,,,https://boards.greenhouse.io/dataikujobs/jobs/4971708004
Applied,Descartes Underwriting,Data Scientist,Paris,LinkedIn,Hybrid,25/09/2023,Offer,,,,,,,https://www.linkedin.com/jobs/view/3727804951
Applied,AIKO,AI,Toulouse,LinkedIn,Remote,26/09/2023,Offer,,,,,,,https://www.linkedin.com/jobs/view/3727896248
Rejected,DLL,Data Analyst,Antwerp,LinkedIn,Remote,26/09/2023,Offer,,,,,,29/09/2023,https://www.linkedin.com/jobs/view/3727814189
Applied,Revolut,Data Scientist,Portugal,LinkedIn,Remote,26/09/2023,Offer,,,,,,,https://www.linkedin.com/jobs/view/3723319796
Applied,LocalSolver,Software Engineer,Paris,LinkedIn,Hybrid,26/09/2023,Offer,,,,,,,https://www.linkedin.com/jobs/view/3722405914
Applied,Devoteam,Data Engineer,Levallois-Perret,LinkedIn,,26/09/2023,Offer,,,,,,,https://www.linkedin.com/jobs/view/3163051864
Applied,Recticel,Data Scientist,Ghent,LinkedIn,Hybrid,26/09/2023,Offer,,,,,,,https://www.linkedin.com/jobs/view/3728147668
Applied,La Banque Postale,Data Scientist,Issy-les-Moulineaux,Apec,,26/09/2023,Offer,,,,,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/172021115W
Applied,LTD,Data Scientist,Paris,Pole emploi,,26/09/2023,Offer,,,,,,,https://candidat.pole-emploi.fr/offres/recherche/detail/161ZMYH
Applied,WISP Solutions,Data Scientist,Vincennes,Pole emploi,,26/09/2023,Offer,,,,,,,https://candidat.pole-emploi.fr/offres/recherche/detail/161TCJQ
Rejected,Lenstra,Software Engineer,Paris,Carrer Site,Hybrid,26/09/2023,Offer,,,,,,29/09/2023,https://www.lenstra.co/en/careers/software-engineer-hashicorp-specialised-team-5f4afb41-2468-4b06-a852-250a9064d652/
Applied,Davricourt,Data Scientist,Beauvais,Apec,Hybrid,26/09/2023,Offer,,,,,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/172040497W
Applied,Numberly,Data Analyst,Paris,Carrer Site,,26/09/2023,Offer,,,,,,,https://jobs.smartrecruiters.com/Numberly/743999932879603-data-analyst-programmatique
Applied,Capgemini,AI,Strasbourg,LinkedIn,Hybrid,26/09/2023,Offer,,,,,,,https://www.linkedin.com/jobs/view/3714346761
Applied,Fluves,AI,Ghent,LinkedIn,Hybrid,26/09/2023,Offer,,,,,,,https://www.linkedin.com/jobs/view/3728180893
Applied,PREREQUIS,Data Engineer,Paris,LinkedIn,Hybrid,26/09/2023,Offer,,,,,,,https://www.linkedin.com/jobs/view/3727014834
Applied,Cofidis,Data Analyst,Villeneuve-d'Ascq,Carrer Site,,27/09/2023,Offer,,,,,,,https://www.cofidis-recrute.fr/fr/offre.html?annonce=81427
Applied,Datadog,Data Scientist,,Carrer Site,,27/09/2023,Offer,,,,,,,https://careers.datadoghq.com/detail/1796891
Applied,Urban Linker,Software Engineer,Paris,LinkedIn,Hybrid,27/09/2023,Offer,,,,,,,https://www.linkedin.com/jobs/view/3728144781
Rejected,Wisebim,AI,La Motte-Servolex,HelloWork,Hybrid,27/09/2023,Offer,,02/10/2023 11:00,11/10/2023 13:30,18/10/2023 9:00,20/10/2023,23/10/2023,https://www.hellowork.com/fr-fr/emplois/40559597.html
Rejected,OMP,Software Engineer,Ghent,Carrer Site,Hybrid,27/09/2023,Offer,,,,,,02/10/2023,https://careers.omp.com/jobs/belgium-ghent/data-science-software-engineer-4220553101
Applied,MedBoard,Data Scientist,Spain,LinkedIn,Remote,27/09/2023,Offer,,,,,,,https://www.linkedin.com/jobs/view/3727015629
Applied,ShopFully,Data Engineer,Italy,LinkedIn,Remote,27/09/2023,Offer,,,,,,,https://www.linkedin.com/jobs/view/3728312536
Applied,Fujitsu,AI,Portagul,LinkedIn,Remote,27/09/2023,Offer,,,,,,,https://www.linkedin.com/jobs/view/3728181613
Applied,Staffsource,Data Scientist,Netherlands,Carrer Site,Remote,27/09/2023,Offer,,,,,,,https://app.webbtree.com/company/staffsource/jobs/junior-data-scientist--full-time-remote-12fcf8
Applied,Nuclia,Software Engineer,Spain,LinkedIn,Remote,27/09/2023,Offer,,,,,,,https://www.linkedin.com/jobs/view/3728182457
Applied,TalentsIT,Data Engineer,Orléans,Carrer Site,,27/09/2023,Offer,,,,,,,https://www.talentsit.fr/emplois/46215-ingenieur-data/
Applied,OTTEO,Data Engineer,Lille,Cadremploi,,27/09/2023,Offer,,,,,,,https://www.cadremploi.fr/emploi/detail_offre?offreId=156352411245989473
Applied,AnotherBrain,AI,Paris,LinkedIn,Hybrid,28/09/2023,Offer,,,,,,,https://www.linkedin.com/jobs/view/3727547720
Rejected,CS GROUP,Data Engineer,Toulouse,LinkedIn,Hybrid,28/09/2023,Offer,,,,,,25/10/2023,https://www.linkedin.com/jobs/view/3727929510
Rejected,Printemps,Data Scientist,Paris,Carrer Site,,28/09/2023,Offer,,,,,,10/11/2023,https://printemps-career.talent-soft.com/Pages/Offre/detailoffre.aspx?idOffre=2766
Applied,Printemps,Data Scientist,,Carrer Site,,28/09/2023,Spontaneous,,,,,,,
Rejected,Free,Data Scientist,Paris,Carrer Site,Hybrid,28/09/2023,Offer,,,,,,26/10/2023,https://recrutement.iliad.fr/offre/97598?idt=51&idt=13
Rejected,Equativ,Data Scientist,Paris,LinkedIn,Hybrid,28/09/2023,Offer,,,,,,06/10/2023,https://www.linkedin.com/jobs/view/3725578272
Rejected,Sia Partners,AI,Paris,LinkedIn,On-site,28/09/2023,Offer,,,,,,06/10/2023,https://www.linkedin.com/jobs/view/3726274462
Rejected,Sia Partners,Data Engineer,Paris,LinkedIn,On-site,28/09/2023,Offer,,,,,,06/10/2023,https://www.linkedin.com/jobs/view/3726275259
Applied,AI-Stroke,AI,Montpellier,LinkedIn,,02/10/2023,Offer,,,,,,,https://www.linkedin.com/jobs/view/3730213579
Applied,DGA,AI,Bruz,Carrer Site,On-site,19/10/2023,Offer,,,,,,,https://ict-tct.contractuels.civils.defense.gouv.fr/offresdemploi/expert-en-intelligence-artificielle-f-h-540d5ee5-5244-4116-8af1-74d613aa2d41
Applied,DGA,AI,Bruz,Carrer Site,On-site,19/10/2023,Offer,,,,,,,https://ict-tct.contractuels.civils.defense.gouv.fr/offresdemploi/ingenieur-reseau-et-telecom-et-ia-f-h
Rejected,Criteo,Data Scientist,Paris,Carrer Site,Hybrid,25/10/2023,Offer,,,,,,27/10/2023,https://careers.criteo.com/en/jobs/r17211/sustainability-product-data-scientist/
Applied,TotalEnergies,Data Scientist,Paris,Carrer Site,On-site,26/10/2023,Offer,,,,,,,https://totaldigitalfactory-career.talent-soft.com/Pages/Offre/detailoffre.aspx?idOffre=79
Applied,Jaji,Data Scientist,Paris,Pole emploi,Hybrid,26/10/2023,Offer,,,,,,,https://candidat.pole-emploi.fr/offres/recherche/detail/163SCGH
Applied,DGA,AI,Bruz,Carrer Site,On-site,26/10/2023,Offer,,,,,,,https://ict-tct.contractuels.civils.defense.gouv.fr/offresdemploi/ingenieur-specialise-en-traitement-et-exploitation-d-images-f-h
Applied,Hexamind,AI,Paris,LinkedIn,Hybrid,26/10/2023,Offer,,,,,,,https://www.linkedin.com/jobs/view/3749526889
Applied,Trimble,AI,Gentilly,Carrer Site,,26/10/2023,Offer,,,,,,,https://trimble.wd1.myworkdayjobs.com/TrimbleCareers/job/France---Gentilly/AI-Engineer_R42286
Applied,MP Data,Data Scientist,Bourgogne,LinkedIn,Hybrid,26/10/2023,Offer,,,,,,,https://www.linkedin.com/jobs/view/3747484944
Applied,Sia Partners,Data Scientist,Lyon,LinkedIn,On-site,27/10/2023,Offer,,,,,,,https://www.linkedin.com/jobs/view/3744339062
Rejected,Seyos,Data Engineer,Nantes,LinkedIn,On-site,27/10/2023,Offer,,,,,,28/10/2023,https://www.linkedin.com/jobs/view/3749635857
Applied,ALTAROAD,Data Scientist,Paris,Pole emploi,,27/10/2023,Offer,,,,,,,https://candidat.pole-emploi.fr/offres/recherche/detail/163MZML
Applied,Sia Partners,AI,Paris,LinkedIn,On-site,27/10/2023,Offer,,,,,,,https://www.linkedin.com/jobs/view/3744337631
Rejected,Saint-Gobain,Data Scientist,Aubervilliers,Carrer Site,,27/10/2023,Offer,,,,,,07/11/2023,https://joinus.saint-gobain.com/fr/fra/red/p/65511/184490/ingenieure-de-recherche-en-data-science-recherche-operationnelle
Applied,Akkodis,Data Scientist,Courbevoie,Apec,,27/10/2023,Offer,,,,,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/172262246W
Applied,Digimind,AI,Grenoble,Pole emploi,Hybrid,30/10/2023,Offer,,,,,,,https://www.linkedin.com/jobs/view/3721257609
Applied,Fidérim,Data Engineer,Annecy,HelloWork,,30/10/2023,Offer,,,,,,,https://www.hellowork.com/fr-fr/emplois/41940933.html
Applied,Safran,Data Scientist,Montereau-sur-le-Jard,HelloWork,,30/10/2023,Offer,,,,,,,https://www.hellowork.com/fr-fr/emplois/41699393.html
Rejected,Groupe Beaumanoir,Data Scientist,Saint-Malo,HelloWork,,30/10/2023,Offer,,,,,,17/11/2023,https://www.hellowork.com/fr-fr/emplois/41895897.html
Applied,AOSIS,Data Scientist,Lyon,HelloWork,,30/10/2023,Offer,,,,,,,https://www.hellowork.com/fr-fr/emplois/38454072.html
Applied,Reactis Services,Data Scientist,Boulogne-Billancourt,HelloWork,,30/10/2023,Offer,,,,,,,https://www.hellowork.com/fr-fr/emplois/17374154.html
Rejected,Solutec,Data Scientist,Toulouse,Carrer Site,,30/10/2023,Offer,,,,,,03/11/2023,https://krb-sjobs.brassring.com/TGnewUI/Search/home/HomeWithPreLoad?partnerid=30124&siteid=6451&PageType=JobDetails&jobid=1885601#jobDetails=1885601_6451
Rejected,Solutec,Data Scientist,Paris,Carrer Site,,30/10/2023,Spontaneous,,,,,,04/11/2023,
Rejected,Safran,Data Engineer,Colombes,HelloWork,,30/10/2023,Offer,,,,,,30/10/2023,https://www.hellowork.com/fr-fr/emplois/40749544.html
Applied,Scalian,AI,Leuven,LinkedIn,Hybrid,30/10/2023,Offer,,,,,,,https://www.linkedin.com/jobs/view/3749564414
Applied,Orthogrid,AI,France,Carrer Site,,30/10/2023,Spontaneous,,,,,,,
Rejected,Devoteam,Data Engineer,Lille,LinkedIn,Hybrid,30/10/2023,Offer,,,,,,01/11/2023,https://www.linkedin.com/jobs/view/3740096599
Rejected,IDEMIA,Software Engineer,Paris,Carrer Site,,30/10/2023,Offer,,,,,,13/11/2023,https://careers.idemia.com/job/Courbevoie-Ing%C3%A9nieur-Logiciel-Software-Engineer-92400/869738101/
Applied,Joinrs,AI,Paris,Carrer Site,,30/10/2023,Spontaneous,,,,,,,
Applied,Joinrs,AI,Paris,Carrer Site,,30/10/2023,Offer,,,,,,,https://www.joinrs.com/fr/job-offers/18755/
Applied,Abylsen,Data Analyst,Bruxelles,Carrer Site,,30/10/2023,Offer,,,,,,,https://mon-vie-via.businessfrance.fr/offres/205417
Applied,Club Med,Data Analyst,Montréal,Carrer Site,,30/10/2023,Offer,,,,,,,https://mon-vie-via.businessfrance.fr/offres/205332
Applied,ERAMET,Data Analyst,Libreville,Carrer Site,,30/10/2023,Offer,,,,,,,https://mon-vie-via.businessfrance.fr/offres/205373
Applied,TMC,Data Scientist,Bruxelles,Carrer Site,,30/10/2023,Offer,,,,,,,https://mon-vie-via.businessfrance.fr/offres/205130
Applied,ERAMET,Data Analyst,Diogo,Carrer Site,,30/10/2023,Offer,,,,,,,https://mon-vie-via.businessfrance.fr/offres/205117
Applied,GIE Corum Butler,Data Scientist,Lisbon,Carrer Site,,30/10/2023,Offer,,,,,,,https://mon-vie-via.businessfrance.fr/offres/204467
Applied,Airbus,Data Scientist,Marseille,Carrer Site,,30/10/2023,Offer,,,,,,,https://ag.wd3.myworkdayjobs.com/en-US/Airbus/job/Marseille-Area/Data-Scientist-H-F_JR10231631
Applied,Pro à Pro,Data Analyst,Montauban,Apec,,30/10/2023,Offer,,,,,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/172159073W
Applied,Gamgee BV,Data Scientist,Nertherlands,LinkedIn,Remote,31/10/2023,Offer,,,,,,,https://www.linkedin.com/jobs/view/3754779558
Applied,Blockchain.com,Data Engineer,Paris,LinkedIn,Remote,31/10/2023,Offer,,,,,,,https://www.linkedin.com/jobs/view/3754639711
Applied,Blockchain.com,Data Engineer,Lacaussade,LinkedIn,Remote,31/10/2023,Offer,,,,,,,https://www.linkedin.com/jobs/view/3754637952
Rejected,padao,Data Engineer,Paris,LinkedIn,On-site,31/10/2023,Offer,,,,,,06/11/2023,https://www.linkedin.com/jobs/view/3750167595
Rejected,BearingPoint,Data Analyst,Paris,LinkedIn,On-site,31/10/2023,Offer,,,,,,04/11/2023,https://www.linkedin.com/jobs/view/3754281393
Applied,OXO Team,Data Scientist,Clermont-Ferrand,Apec,,31/10/2023,Offer,,,,,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/172055976W?xtor=AL-406
Accepted,MP Data,Data Engineer,,Pole emploi,,31/10/2023,Offer,06/11/2023,06/11/2023 14:00,,,,09/11/2023,https://candidat.pole-emploi.fr/offres/recherche/detail/164CFQH
Applied,ALTEN,Data Scientist,Rennes,Carrer Site,,31/10/2023,Offer,,,,,,,https://www.alten.fr/jobs/743999938177704-ingenieur-datascience-h-f/
Applied,ALTEN,AI,Rennes,Carrer Site,,31/10/2023,Offer,,,,,,,https://www.alten.fr/jobs/743999938180503-ingenieur-ia-h-f/
Applied,Showroomprivé,Data Scientist,Saint-Denis,Welcome to the Jungle,Hybrid,31/10/2023,Offer,,,,,,,https://www.welcometothejungle.com/fr/companies/showroomprive/jobs/data-scientist-h-f_saint-denis_SHOWR_4glKMw8
Rejected,Mawenzi Partners,Data Scientist,Paris,Welcome to the Jungle,Hybrid,31/10/2023,Offer,,,,,,31/10/2023,https://www.welcometothejungle.com/fr/companies/mawenzi-partners/jobs/consultant-strategie-data-sciences_paris
Applied,MP Data,Data Scientist,Chalon-sur-Saône,Welcome to the Jungle,Hybrid,31/10/2023,Offer,,,,,,,https://www.welcometothejungle.com/fr/companies/mp-data/jobs/data-scientist-it-systeme-de-supervision-bourgogne
Applied,Armée de l’air et de l’espace,Data Scientist,Mont-de-Marsan,LinkedIn,On-site,31/10/2023,Offer,,,,,,,https://www.linkedin.com/jobs/view/3750854198
Applied,CrowdStrike,AI,Romania,Carrer Site,Remote,01/11/2023,Offer,,,,,,,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/details/Applied-Machine-Learning-Engineer-II--EMEA--Remote-_R14854
Applied,,Data Scientist,Paris,Apec,,01/11/2023,Offer,,,,,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/172303503W
Applied,Illumo Robotics,Data Scientist,Toulouse,Apec,,01/11/2023,Offer,,,,,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/172300760W
Applied,Digimind,AI,Grenoble,Carrer Site,Hybrid,01/11/2023,Offer,,,,,,,https://digimind.hire.trakstar.com/jobs/fk0xmai
Applied,Valeo,AI,Tuam,Carrer Site,,01/11/2023,Offer,,,,,,,https://valeo.wd3.myworkdayjobs.com/fr-FR/valeo_jobs/job/Tuam/Deep-Learning-Engineer_REQ2023019669
Applied,Valeo,AI,Tuam,Carrer Site,,01/11/2023,Offer,,,,,,,https://valeo.wd3.myworkdayjobs.com/fr-FR/valeo_jobs/job/Tuam/Deep-Learning-Engineer_REQ2023019689-1
Applied,GCI,Data Engineer,Montpellier,Carrer Site,,01/11/2023,Offer,,,,,,,https://cgi.njoyn.com/corp/xweb/XWeb.asp?NTKN=c&clid=21001&Page=JobDetails&Jobid=J0923-0101&BRID=1076613&lang=2
Rejected,PwC,Data Analyst,Neuilly-sur-Seine,Carrer Site,,01/11/2023,Offer,,,,,,08/11/2023,https://www.pwc.com/gx/en/careers/experienced-job-search/description.html?wdjobreqid=473703WD
Turn down,MCA,DevOps Engineer,Nantes,LinkedIn,On-site,02/11/2023,Offer,02/11/2023,09/11/2023 16:30,,,,09/11/2023,https://www.linkedin.com/jobs/view/3737924718
Rejected,Crédit Mutuel,Data Scientist,Villeneuve-d'Ascq,Carrer Site,,02/11/2023,Offer,,,,,,04/11/2023,https://recrutement.creditmutuel.fr/fr/offre.html?annonce=82183
Applied,Crédit Mutuel,Data Engineer,Nantes,Carrer Site,,02/11/2023,Offer,,,,,,,https://recrutement.creditmutuel.fr/fr/offre.html?annonce=81608
Rejected,Crédit Mutuel,Data Analyst,Strasbourg,Carrer Site,,02/11/2023,Offer,,,,,,10/11/2023,https://recrutement.creditmutuel.fr/fr/offre.html?annonce=58037
Applied,Framatome,Data Scientist,Montbard,HelloWork,Hybrid,02/11/2023,Offer,,,,,,,https://www.hellowork.com/fr-fr/emplois/41688083.html
Applied,Envjoy,Data Scientist,Spain,LinkedIn,Remote,02/11/2023,Offer,,,,,,,https://www.linkedin.com/jobs/view/3752426687
Applied,Ceva,AI,Plouédern,LinkedIn,On-site,03/11/2023,Offer,,,,,,,https://www.linkedin.com/jobs/view/3745620816
Applied,Sapeins Group,Data Engineer,Lille,LinkedIn,On-site,03/11/2023,Offer,,,,,,,https://www.linkedin.com/jobs/view/3755215689
Rejected,Airbus,Data Engineer,Toulouse,Carrer Site,,03/11/2023,Offer,,,,,,13/11/2023,https://ag.wd3.myworkdayjobs.com/en-US/Airbus/job/Getafe-Area/AWS-Data-Engineer_JR10230738
Applied,Jems,Data Engineer,Nantes,Carrer Site,Hybrid,03/11/2023,Offer,,,,,,,https://jobs.jems-group.com/jobs/3323277-data-engineer-nantes-h-f
Rejected,Jems,Data Analyst,Nantes,Carrer Site,Hybrid,03/11/2023,Offer,,,,,,10/11/2023,https://jobs.jems-group.com/jobs/3283572-data-analyst-nantes-h-f
Rejected,Jems,Data Engineer,Lille,Carrer Site,Hybrid,03/11/2023,Offer,,,,,,07/11/2023,https://jobs.jems-group.com/jobs/3283567-data-engineer-lille-h-f
Applied,Jems,Data Engineer,Paris,Carrer Site,Hybrid,03/11/2023,Offer,,,,,,,https://jobs.jems-group.com/jobs/3259022-data-engineer-paris-ile-de-france-h-f
Rejected,Jems,Data Engineer,Rennes,Carrer Site,Hybrid,03/11/2023,Offer,,,,,,03/11/2023,https://jobs.jems-group.com/jobs/3248786-data-engineer-rennes-h-f
Applied,Jems,Data Engineer,Lyon,Carrer Site,Hybrid,03/11/2023,Offer,,,,,,,https://jobs.jems-group.com/jobs/3221165-data-engineer-lyon-h-f
Applied,Silent Eight,Data Scientist,Warsaw,LinkedIn,Remote,03/11/2023,Offer,,,,,,,https://www.linkedin.com/jobs/view/3754501425
Applied,Direction générale des Finances publiques,Data Scientist,Paris,LinkedIn,On-site,03/11/2023,Offer,,,,,,,https://www.linkedin.com/jobs/view/3756288323
Applied,fifty-five,Data Engineer,Paris,LinkedIn,Hybrid,03/11/2023,Offer,,,,,,,https://www.linkedin.com/jobs/view/3755250904
Applied,Ubiquity.AI,,Bordeaux,LinkedIn,On-site,03/11/2023,Offer,,,,,,,https://www.linkedin.com/jobs/view/3757127634
Applied,CNRS,Data Scientist,Annecy,Carrer Site,On-site,06/11/2023,Offer,,,,,,,https://emploi.cnrs.fr/Offres/CDD/UMR5814-LOUDAI-018/Default.asp
Rejected,AdWay,Data Scientist,Paris,LinkedIn,Hybrid,28/09/2023,Offer,28/09/2023,10/10/2023 17:00,,,,26/10/2023,https://www.linkedin.com/jobs/view/3669816488
Rejected,SOLUTEC,Data Scientist,Paris,Reach-out,,,,02/10/2023,06/10/2023 14:00,,,,12/10/2023,
Rejected,Micheal Page,Software Engineer,Courbevoie,Cadremploi,,27/09/2023,Offer,,,,,,28/09/2023,https://www.cadremploi.fr/emploi/detail_offre?offreId=156349132404997845
Rejected,Atos,Data Engineer,Genoble,Cadremploi,,27/09/2023,Offer,,,,,,28/09/2023,https://jobs.atos.net/job/Grenoble-Data-Engineer-(Confirm%C3%A9)-CDI-FH-38027/985079601/
Rejected,Databack,Software Engineer,La Roche-sur-Yon,LinkedIn,On-site,22/09/2023,Offer,26/09/2023,,,,,02/10/2023,https://www.linkedin.com/jobs/view/3725244357
Rejected,Sogeti,Data Scientist,Utrecht,Carrer Site,,13/09/2023,Offer,,,,,,15/09/2023,https://www.sogeti.nl/vacatures/ai-data-scientist